STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing
GHCND:US1KYFY0012,LEXINGTON 4 S KY US,283.2,37.9876,-84.4816,20101201,196,0,0,-9999,0,0,351,0,0,0,5,2
GHCND:US1KYFY0012,LEXINGTON 4 S KY US,283.2,37.9876,-84.4816,20110101,86,0,0,-9999,0,0,302,0,0,0,13,11
GHCND:US1KYFY0012,LEXINGTON 4 S KY US,283.2,37.9876,-84.4816,20110201,244,0,0,-9999,0,0,376,0,0,0,14,13
GHCND:US1KYFY0012,LEXINGTON 4 S KY US,283.2,37.9876,-84.4816,20110301,259,0,0,-9999,0,0,764,0,0,0,21,21
GHCND:US1KYFY0012,LEXINGTON 4 S KY US,283.2,37.9876,-84.4816,20110401,638,0,0,-9999,0,0,3355,0,0,0,21,9
GHCND:US1KYFY0012,LEXINGTON 4 S KY US,283.2,37.9876,-84.4816,20110501,351,0,0,-9999,0,0,722,0,0,0,4,4
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20080701,267,0,0,-9999,0,0,638,0,0,0,18,18
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20080801,130,0,0,-9999,0,0,290,0,0,0,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20080901,198,0,0,-9999,0,0,315,0,0,0,6,4
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20081001,185,0,0,-9999,0,0,455,0,0,0,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20081101,168,0,0,-9999,0,0,667,0,0,8,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20081201,376,0,0,18,16,16,1619,0,0,30,14,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090101,8,0,0,0,19,19,37,0,0,117,13,10
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090201,203,0,0,69,0,0,725,0,0,87,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090301,165,0,0,33,4,4,662,0,0,33,9,6
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090401,345,0,0,0,6,6,1485,0,0,0,16,4
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090501,320,0,0,-9999,0,0,1408,0,0,0,13,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090601,290,0,0,-9999,0,0,977,0,0,0,21,13
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090701,554,0,0,-9999,0,0,1871,0,0,0,9,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090801,511,0,0,-9999,0,0,1176,0,0,0,16,11
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20090901,335,0,0,-9999,0,0,897,0,0,0,14,11
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20091001,356,0,0,-9999,0,0,1691,0,0,0,11,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20091101,127,0,0,-9999,0,0,321,0,0,0,8,4
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20091201,124,0,0,25,7,7,427,0,0,31,6,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100101,244,0,0,89,0,0,728,0,0,189,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100201,221,0,0,127,0,0,371,0,0,255,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100301,89,0,0,0,0,0,323,0,0,0,18,6
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100401,323,0,0,-9999,0,0,941,0,0,0,12,6
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100501,1016,0,0,-9999,0,0,2544,0,0,0,17,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100601,203,0,0,-9999,0,0,1227,0,0,0,14,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100701,503,0,0,-9999,0,0,1881,0,0,0,12,7
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100801,183,0,0,-9999,0,0,339,0,0,0,9,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20100901,69,0,0,-9999,0,0,176,0,0,0,5,1
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20101001,307,0,0,-9999,0,0,368,0,0,0,11,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20101101,340,0,0,8,25,25,1093,0,0,8,10,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20101201,218,0,0,64,6,6,477,0,0,128,14,7
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110101,99,0,0,76,0,0,398,0,0,279,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110201,632,0,0,51,1,1,1849,0,0,64,0,0
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110301,424,0,0,8,13,11,1709,0,0,8,11,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110401,587,0,0,-9999,0,0,3462,0,0,0,21,7
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110501,561,0,0,-9999,0,0,1887,0,0,0,17,6
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110601,163,0,0,-9999,0,0,637,0,0,0,11,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110701,632,0,0,-9999,0,0,2096,0,0,0,13,6
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110801,490,0,0,-9999,0,0,1138,0,0,0,8,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20110901,528,0,0,-9999,0,0,1757,0,0,0,17,7
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20111001,356,0,0,-9999,0,0,1284,0,0,0,17,9
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20111101,386,0,0,-9999,0,0,2050,0,0,0,10,4
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20111201,165,0,0,-9999,0,0,570,0,0,0,14,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120101,295,0,0,8,11,9,1141,0,0,16,10,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120201,135,0,0,13,8,7,591,0,0,24,9,4
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120301,259,0,0,102,4,4,781,0,0,102,14,7
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120401,168,0,0,-9999,0,0,533,0,0,0,11,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120501,279,0,0,-9999,0,0,880,0,0,0,9,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120601,185,0,0,-9999,0,0,409,0,0,0,7,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120701,241,0,0,-9999,0,0,1300,0,0,0,13,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120801,218,0,0,-9999,0,0,353,0,0,0,7,3
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20120901,490,0,0,-9999,0,0,1314,0,0,0,13,5
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20121001,102,0,0,-9999,0,0,390,0,0,0,11,4
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20121101,239,0,0,-9999,0,0,443,0,0,0,6,2
GHCND:US1KYFY0009,LEXINGTON 1.7 SSE KY US,307.8,38.0249,-84.495,20121201,419,0,0,38,21,20,1797,0,0,30,15,5
